Navigated to http://localhost:8080/
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c9
8080.js:1906 Processing OpCode: cd
8080.js:1906 Processing OpCode: cd
8080.js:1906 Processing OpCode: 21
8080.js:1906 Processing OpCode: 36
8080.js:1906 Processing OpCode: 23
8080.js:1906 Processing OpCode: 7c
8080.js:1906 Processing OpCode: fe
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c9
8080.js:1906 Processing OpCode: cd
8080.js:1906 Processing OpCode: e
8080.js:1906 Processing OpCode: 21
8080.js:1906 Processing OpCode: 11
8080.js:1906 Processing OpCode: c3
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: d5
8080.js:1906 Processing OpCode: cd
8080.js:1906 Processing OpCode: 11
8080.js:1906 Processing OpCode: e5
8080.js:1906 Processing OpCode: 26
8080.js:1906 Processing OpCode: 6f
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 19
8080.js:1906 Processing OpCode: eb
8080.js:1906 Processing OpCode: e1
8080.js:1906 Processing OpCode: 6
8080.js:1906 Processing OpCode: d3
8080.js:1489 Sending output to port: 6
8080.js:1906 Processing OpCode: c3
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c9
8080.js:1906 Processing OpCode: d1
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: d
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: d5
8080.js:1906 Processing OpCode: cd
8080.js:1906 Processing OpCode: 11
8080.js:1906 Processing OpCode: e5
8080.js:1906 Processing OpCode: 26
8080.js:1906 Processing OpCode: 6f
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 19
8080.js:1906 Processing OpCode: eb
8080.js:1906 Processing OpCode: e1
8080.js:1906 Processing OpCode: 6
8080.js:1906 Processing OpCode: d3
8080.js:1489 Sending output to port: 6
8080.js:1906 Processing OpCode: c3
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c9
8080.js:1906 Processing OpCode: d1
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: d
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: d5
8080.js:1906 Processing OpCode: cd
8080.js:1906 Processing OpCode: 11
8080.js:1906 Processing OpCode: e5
8080.js:1906 Processing OpCode: 26
8080.js:1906 Processing OpCode: 6f
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 19
8080.js:1906 Processing OpCode: eb
8080.js:1906 Processing OpCode: e1
8080.js:1906 Processing OpCode: 6
8080.js:1906 Processing OpCode: d3
8080.js:1489 Sending output to port: 6
8080.js:1906 Processing OpCode: c3
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c9
8080.js:1906 Processing OpCode: d1
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: d
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: d5
8080.js:1906 Processing OpCode: cd
8080.js:1906 Processing OpCode: 11
8080.js:1906 Processing OpCode: e5
8080.js:1906 Processing OpCode: 26
8080.js:1906 Processing OpCode: 6f
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 19
8080.js:1906 Processing OpCode: eb
8080.js:1906 Processing OpCode: e1
8080.js:1906 Processing OpCode: 6
8080.js:1906 Processing OpCode: d3
8080.js:1489 Sending output to port: 6
8080.js:1906 Processing OpCode: c3
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c9
8080.js:1906 Processing OpCode: d1
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: d
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: d5
8080.js:1906 Processing OpCode: cd
8080.js:1906 Processing OpCode: 11
8080.js:1906 Processing OpCode: e5
8080.js:1906 Processing OpCode: 26
8080.js:1906 Processing OpCode: 6f
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 19
8080.js:1906 Processing OpCode: eb
8080.js:1906 Processing OpCode: e1
8080.js:1906 Processing OpCode: 6
8080.js:1906 Processing OpCode: d3
8080.js:1489 Sending output to port: 6
8080.js:1906 Processing OpCode: c3
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c9
8080.js:1906 Processing OpCode: d1
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: d
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: d5
8080.js:1906 Processing OpCode: cd
8080.js:1906 Processing OpCode: 11
8080.js:1906 Processing OpCode: e5
8080.js:1906 Processing OpCode: 26
8080.js:1906 Processing OpCode: 6f
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 29
8080.js:1906 Processing OpCode: 19
8080.js:1906 Processing OpCode: eb
8080.js:1906 Processing OpCode: e1
8080.js:1906 Processing OpCode: 6
8080.js:1906 Processing OpCode: d3
8080.js:1489 Sending output to port: 6
8080.js:1906 Processing OpCode: c3
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c5
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: 77
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: 1
8080.js:1906 Processing OpCode: 9
8080.js:1906 Processing OpCode: c1
8080.js:1906 Processing OpCode: 5
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: c9
8080.js:1906 Processing OpCode: d1
8080.js:1906 Processing OpCode: 13
8080.js:1906 Processing OpCode: d
8080.js:1906 Processing OpCode: c2
8080.js:1906 Processing OpCode: 1a
8080.js:1906 Processing OpCode: d5
8080.js:1906 Processing OpCode: cd
8080.js:1906 Processing OpCode: 11
8080.js:1906 Processing OpCode: e5
8080.js:1906 Processing OpCode: 26
8080.js:1906 Processing OpCode: 6f
8080.js:1906 Processing OpCode: 29
